prompt,kind,pos,pending,draft,accepted_batch,accepted_draft,bonus,next_model_id,tier,rule_chain,rule_conf,rule_support,ctx_tail_ids,ctx_tail_text,draft_ids,draft_text,model_draft_ids,model_draft_text,next_model_text,mismatch_at,why,rule_strikes,draft_mistakes,passes_saved_est,pattern_s,decode_s,verify_s
implement deletion of node at begining in linked list in python only code no comments,spec_eval,92,1,1,2,1,1040,1040,strong_ctx7,strong_ctx7,1.000,1,304 10592 1140 304 10135 1172 2038 902 6042 198 73594 12669, in linked list in python only code no comments\n```python,198,\n,198,\n,class,,draft_accepted,7,0,1,8.769999840296805e-05,0.02511900000536116,0.00011700000322889537
implement deletion of node at begining in linked list in python only code no comments,spec_eval,94,1,5,6,5,2327,2327,det_ctx5,det_ctx5|det_ctx5|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|0.980|1.000|1.000,3|7|999|3|7,1140 304 10135 1172 2038 902 6042 198 73594 12669 198 1040, list in python only code no comments\n```python\nclass,6018 510 262 707 1304, Node:\n    def __,6018 510 262 707 1304, Node:\n    def __,init,,draft_accepted,7,0,5,0.00013040000339969993,0.0370353000034811,0.00031239999952958897
implement Min heap in python only code no comments,spec_eval,1,1,1,2,1,12669,12669,strong_ctx7,strong_ctx7,1.000,1,94474 3386 17364 304 10135 1172 2038 902 6042 198,implement Min heap in python only code no comments\n,73594,```,73594,```,python,,draft_accepted,0,0,1,2.7399997634347528e-05,0.027000400004908442,0.00011889999586855993
implement Min heap in python only code no comments,spec_eval,3,1,2,3,2,3386,3386,strong_ctx8,strong_ctx8|syntax_code_fence_class,1.000|0.900,1|999,94474 3386 17364 304 10135 1172 2038 902 6042 198 73594 12669,implement Min heap in python only code no comments\n```python,198 1040,\nclass,198 1040,\nclass, Min,,draft_accepted,0,0,2,7.960000220919028e-05,0.02716840000357479,0.0001731999946059659
implement Min heap in python only code no comments,spec_eval,6,1,1,2,1,510,510,strong_ctx5,strong_ctx5,1.000,1,304 10135 1172 2038 902 6042 198 73594 12669 198 1040 3386, in python only code no comments\n```python\nclass Min,27909,Heap,27909,Heap,:\n,,draft_accepted,0,0,1,8.480000542476773e-05,0.02723800000239862,0.00011969999468419701
implement Min heap in python only code no comments,spec_eval,8,1,1,2,1,707,707,syntax_indent,syntax_indent,0.980,999,1172 2038 902 6042 198 73594 12669 198 1040 3386 27909 510, only code no comments\n```python\nclass MinHeap:\n,262,   ,262,   , def,,draft_accepted,0,0,1,5.60000044060871e-05,0.027411200004280545,0.00012339999375399202
implement Min heap in python only code no comments,spec_eval,10,1,7,8,7,77147,77147,strong_ctx8,strong_ctx8|syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self|det_ctx8|syntax_indent|det_ctx8,1.000|1.000|1.000|1.000|1.000|0.980|1.000,1|999|999|999|2|999|15,902 6042 198 73594 12669 198 1040 3386 27909 510 262 707, no comments\n```python\nclass MinHeap:\n    def,1304 2327 3804 721 982 286 656, __init__(self):\n        self,1304 2327 3804 721 982 286 656, __init__(self):\n        self,.heap,,draft_accepted,0,0,7,0.00015390000044135377,0.0477552000011201,0.00039489999471697956
implement Min heap in python only code no comments,spec_eval,18,1,12,13,12,72,72,det_ctx8,det_ctx8|det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000|1.000,2|2|2|999|2|2|2|2|2|999|2|2,27909 510 262 707 1304 2327 3804 721 982 286 656 77147,Heap:\n    def __init__(self):\n        self.heap,284 14599 262 707 2681 1193 11 600 982 286 470 320," = []\n\n    def parent(self, i):\n        return (",284 14599 262 707 2681 1193 11 600 982 286 470 320," = []\n\n    def parent(self, i):\n        return (",i,,draft_accepted,0,0,12,0.00024329999723704532,0.03528439999354305,0.000534800004970748
implement Min heap in python only code no comments,spec_eval,31,1,12,7,6,17,17,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,2|2|2|2|2|999|999|999|999|999|999|999,14599 262 707 2681 1193 11 600 982 286 470 320 72," []\n\n    def parent(self, i):\n        return (i",481 220 16 8 442 220 220 220 220 220 220 220, - 1) //       ,481 220 16 8 442 220 17 17 17 17 17 17, - 1) // 222222,2,6,draft_token_mismatch,1,0,6,0.00022489999537356198,0.03524499999912223,0.0005518000034498982
implement Min heap in python only code no comments,spec_eval,38,1,12,13,12,17,17,det_ctx8,det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000|1.000,2|2|999|2|2|2|2|2|2|999|2|2,982 286 470 320 72 481 220 16 8 442 220 17,):\n        return (i - 1) // 2,271 262 707 2115 17268 1193 11 600 982 286 470 220,"\n\n    def left_child(self, i):\n        return ",271 262 707 2115 17268 1193 11 600 982 286 470 220,"\n\n    def left_child(self, i):\n        return ",2,,draft_accepted,1,0,12,0.0002593000026536174,0.03262720000202535,0.0006810999984736554
implement Min heap in python only code no comments,spec_eval,51,1,4,5,4,16,16,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000,4|4|4|4,262 707 2115 17268 1193 11 600 982 286 470 220 17,"    def left_child(self, i):\n        return 2",353 600 488 220, * i + ,353 600 488 220, * i + ,1,,draft_accepted,1,0,4,0.00015310000162571669,0.03271400000085123,0.00026709999656304717
implement Min heap in python only code no comments,spec_eval,56,1,12,13,12,17,17,det_ctx8,det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000|1.000,2|2|999|2|2|2|2|2|2|999|2|2,11 600 982 286 470 220 17 353 600 488 220 16,", i):\n        return 2 * i + 1",271 262 707 1290 17268 1193 11 600 982 286 470 220,"\n\n    def right_child(self, i):\n        return ",271 262 707 1290 17268 1193 11 600 982 286 470 220,"\n\n    def right_child(self, i):\n        return ",2,,draft_accepted,1,0,12,0.00027119999867863953,0.035385700000915676,0.0005652000036207028
implement Min heap in python only code no comments,spec_eval,69,1,4,5,4,17,17,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000,4|4|4|4,262 707 1290 17268 1193 11 600 982 286 470 220 17,"    def right_child(self, i):\n        return 2",353 600 488 220, * i + ,353 600 488 220, * i + ,2,,draft_accepted,1,0,4,0.00013480000052368268,0.03416740000102436,0.0002925000007962808
implement Min heap in python only code no comments,spec_eval,74,1,12,13,12,77147,77147,det_ctx8,det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000,2|2|999|2|2|2|2|2|2|2|999|2,11 600 982 286 470 220 17 353 600 488 220 17,", i):\n        return 2 * i + 2",271 262 707 14291 1193 11 600 11 502 982 286 656,"\n\n    def swap(self, i, j):\n        self",271 262 707 14291 1193 11 600 11 502 982 286 656,"\n\n    def swap(self, i, j):\n        self",.heap,,draft_accepted,1,0,12,0.0002721999990171753,0.035076699998171534,0.0005424999981187284
implement Min heap in python only code no comments,spec_eval,87,1,12,13,12,77147,77147,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,2|2|2|2|2|2|2|2|2|2|2|2,262 707 14291 1193 11 600 11 502 982 286 656 77147,"    def swap(self, i, j):\n        self.heap",989 1125 656 77147 3809 60 284 656 77147 3809 1125 656,"[i], self.heap[j] = self.heap[j], self",989 1125 656 77147 3809 60 284 656 77147 3809 1125 656,"[i], self.heap[j] = self.heap[j], self",.heap,,draft_accepted,1,0,12,0.0003096000000368804,0.03400099999998929,0.0006340000036288984
implement max heap in python only code no comments ,spec_eval,0,0,1,1,1,40841,40841,strong_ctx7,strong_ctx7,1.000,1,94474 1932 17364 304 10135 1172 2038 902 6042 220,implement max heap in python only code no comments ,902, no,902, no, explanations,,draft_accepted,0,0,1,9.989999671233818e-05,0.026310000001103617,7.020000339252874e-05
implement max heap in python only code no comments ,spec_eval,2,1,0,1,0,198,198,none,,,,94474 1932 17364 304 10135 1172 2038 902 6042 220 902 40841,implement max heap in python only code no comments  no explanations,,,,,\n,,no_pattern_fired,0,0,0,5.2600000344682485e-05,0.025886900002660695,8.600000001024455e-05
implement max heap in python only code no comments ,spec_eval,3,1,0,1,0,73594,73594,none,,,,1932 17364 304 10135 1172 2038 902 6042 220 902 40841 198, max heap in python only code no comments  no explanations\n,,,,,```,,no_pattern_fired,0,0,0,4.1799998143687844e-05,0.025228500002413057,7.259999983943999e-05
implement max heap in python only code no comments ,spec_eval,4,1,1,2,1,198,198,det_ctx4,det_ctx4,1.000,2,17364 304 10135 1172 2038 902 6042 220 902 40841 198 73594, heap in python only code no comments  no explanations\n```,12669,python,12669,python,\n,,draft_accepted,0,0,1,5.919999966863543e-05,0.027140999998664483,0.00013970000145491213
implement max heap in python only code no comments ,spec_eval,6,1,1,1,0,1040,1040,det_ctx5,det_ctx5,1.000,2,10135 1172 2038 902 6042 220 902 40841 198 73594 12669 198, python only code no comments  no explanations\n```python\n,750,def,1040,class,class,0,draft_token_mismatch,1,0,0,6.0999998822808266e-05,0.02858850000484381,0.00013780000153928995
implement max heap in python only code no comments ,spec_eval,7,1,0,1,0,7487,7487,none,,,,1172 2038 902 6042 220 902 40841 198 73594 12669 198 1040, only code no comments  no explanations\n```python\nclass,,,,, Max,,no_pattern_fired,1,0,0,5.059999966761097e-05,0.026760499997180887,7.90999984019436e-05
implement max heap in python only code no comments ,spec_eval,8,1,1,2,1,510,510,strong_ctx5,strong_ctx5,1.000,1,2038 902 6042 220 902 40841 198 73594 12669 198 1040 7487, code no comments  no explanations\n```python\nclass Max,27909,Heap,27909,Heap,:\n,,draft_accepted,1,0,1,0.00012940000306116417,0.027329799995641224,0.00015580000035697594
implement max heap in python only code no comments ,spec_eval,10,1,1,2,1,707,707,syntax_indent,syntax_indent,0.980,999,6042 220 902 40841 198 73594 12669 198 1040 7487 27909 510, comments  no explanations\n```python\nclass MaxHeap:\n,262,   ,262,   , def,,draft_accepted,1,0,1,7.380000170087442e-05,0.02680730000429321,0.0001334000044153072
implement max heap in python only code no comments ,spec_eval,12,1,7,8,7,77147,77147,strong_ctx8,strong_ctx8|syntax_dunder_init|syntax_dunder_paren|syntax_dunder_self|det_ctx8|syntax_indent|det_ctx8,1.000|1.000|1.000|1.000|1.000|0.980|1.000,1|999|999|999|3|999|16,902 40841 198 73594 12669 198 1040 7487 27909 510 262 707, no explanations\n```python\nclass MaxHeap:\n    def,1304 2327 3804 721 982 286 656, __init__(self):\n        self,1304 2327 3804 721 982 286 656, __init__(self):\n        self,.heap,,draft_accepted,1,0,7,0.00015829999756533653,0.04826090000278782,0.00037599999632220715
implement max heap in python only code no comments ,spec_eval,20,1,12,13,12,72,72,det_ctx8,det_ctx8|det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000|1.000,3|3|3|999|3|3|3|3|3|999|3|3,27909 510 262 707 1304 2327 3804 721 982 286 656 77147,Heap:\n    def __init__(self):\n        self.heap,284 14599 262 707 2681 1193 11 600 982 286 470 320," = []\n\n    def parent(self, i):\n        return (",284 14599 262 707 2681 1193 11 600 982 286 470 320," = []\n\n    def parent(self, i):\n        return (",i,,draft_accepted,1,0,12,0.00022249999892665073,0.035402900000917725,0.0006568999961018562
implement max heap in python only code no comments ,spec_eval,33,1,12,7,6,17,17,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space|syntax_floor_div_space,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000,3|3|3|3|3|999|999|999|999|999|999|999,14599 262 707 2681 1193 11 600 982 286 470 320 72," []\n\n    def parent(self, i):\n        return (i",481 220 16 8 442 220 220 220 220 220 220 220, - 1) //       ,481 220 16 8 442 220 17 17 17 17 17 17, - 1) // 222222,2,6,draft_token_mismatch,2,0,6,0.0002201999959652312,0.03505500000028405,0.0005722000059904531
implement max heap in python only code no comments ,spec_eval,40,1,12,13,12,17,17,det_ctx8,det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000|1.000,3|3|999|3|3|3|3|3|3|999|3|3,982 286 470 320 72 481 220 16 8 442 220 17,):\n        return (i - 1) // 2,271 262 707 2115 17268 1193 11 600 982 286 470 220,"\n\n    def left_child(self, i):\n        return ",271 262 707 2115 17268 1193 11 600 982 286 470 220,"\n\n    def left_child(self, i):\n        return ",2,,draft_accepted,2,0,12,0.00026500000240048394,0.03210409999883268,0.0007651999985682778
implement max heap in python only code no comments ,spec_eval,53,1,4,5,4,16,16,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000,6|6|6|6,262 707 2115 17268 1193 11 600 982 286 470 220 17,"    def left_child(self, i):\n        return 2",353 600 488 220, * i + ,353 600 488 220, * i + ,1,,draft_accepted,2,0,4,0.00015870000061113387,0.03334280000126455,0.00025599999935366213
implement max heap in python only code no comments ,spec_eval,58,1,12,13,12,17,17,det_ctx8,det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000|1.000,3|3|999|3|3|3|3|3|3|999|3|3,11 600 982 286 470 220 17 353 600 488 220 16,", i):\n        return 2 * i + 1",271 262 707 1290 17268 1193 11 600 982 286 470 220,"\n\n    def right_child(self, i):\n        return ",271 262 707 1290 17268 1193 11 600 982 286 470 220,"\n\n    def right_child(self, i):\n        return ",2,,draft_accepted,2,0,12,0.0003273999973316677,0.035262400000647176,0.0006281999958446249
implement max heap in python only code no comments ,spec_eval,71,1,4,5,4,17,17,det_ctx8,det_ctx8|det_ctx8|det_ctx8|det_ctx8,1.000|1.000|1.000|1.000,6|6|6|6,262 707 1290 17268 1193 11 600 982 286 470 220 17,"    def right_child(self, i):\n        return 2",353 600 488 220, * i + ,353 600 488 220, * i + ,2,,draft_accepted,2,0,4,0.00013949999993201345,0.03334510000422597,0.0004149000014876947
implement max heap in python only code no comments ,spec_eval,76,1,12,13,12,77147,77147,det_ctx8,det_ctx8|det_ctx8|syntax_class_next_method|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|det_ctx8|syntax_indent|det_ctx8,1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|1.000|0.980|1.000,3|3|999|3|3|3|3|3|3|3|999|3,11 600 982 286 470 220 17 353 600 488 220 17,", i):\n        return 2 * i + 2",271 262 707 14291 1193 11 600 11 502 982 286 656,"\n\n    def swap(self, i, j):\n        self",271 262 707 14291 1193 11 600 11 502 982 286 656,"\n\n    def swap(self, i, j):\n        self",.heap,,draft_accepted,2,0,12,0.00027270000282442197,0.035153600001649465,0.0006320999964373186
